age,workclass,education,marital-status,occupation,relationship,hours-per-week,capital-change,income
Middle-age, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,Capital-loss, >50K
Young, Government, Bachelors, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, Low-education, Never-married, Transport-moving, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Protective-serv, Husband,Normal-workload,No-change, >50K
Young, Government, Bachelors, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Sales, Own-child,Normal-workload,Capital-gain, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-gain, >50K
Young, Private, Low-education, Never-married, Sales, Own-child,Less-workload,Capital-gain, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-loss, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Craft-repair, Unmarried,Over-workload,No-change, <=50K
Middle-age, Government, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Middle-age, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Senior, Government, HS-grad, Widowed, Other-service, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-gain, >50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,Capital-loss, >50K
Middle-age, Private, Doctorate, Divorced, Prof-specialty, Not-in-family,Over-workload,No-change, >50K
Young, Private, Low-education, Separated, Other-service, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, <=50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Sales, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Widowed, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Senior, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Government, Bachelors, Never-married, Adm-clerical, Own-child,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Senior, Government, Doctorate, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-gain, >50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child,Normal-workload,Capital-gain, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Young, Government, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Government, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Low-education, Divorced, Other-service, Unmarried,Less-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, >50K
Young, Private, Some-college, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Sales, Husband,Less-workload,No-change, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Separated, Prof-specialty, Unmarried,Less-workload,No-change, <=50K
Young, Private, Low-education, Married-civ-spouse, Farming-fishing, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Middle-age, Government, Masters, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Exec-managerial, Own-child,Normal-workload,No-change, <=50K
Young, Government, HS-grad, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Tech-support, Not-in-family,Over-workload,Capital-gain, >50K
Middle-age, Private, Low-education, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Middle-age, Private, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Senior, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Senior, Government, Bachelors, Married-civ-spouse, Prof-specialty, Wife,Normal-workload,No-change, <=50K
Middle-age, Government, Masters, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-loss, >50K
Middle-age, Government, HS-grad, Divorced, Craft-repair, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Young, Private, Low-education, Divorced, Exec-managerial, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Other-service, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, >50K
Middle-age, Government, Masters, Divorced, Exec-managerial, Unmarried,Over-workload,No-change, >50K
Senior, Private, HS-grad, Married-civ-spouse, Sales, Wife,Less-workload,No-change, <=50K
Senior, Self-emp-not-inc, Low-education, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Widowed, Adm-clerical, Unmarried,Over-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, >50K
Senior, Private, Low-education, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Masters, Never-married, Prof-specialty, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Senior, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife,Normal-workload,Capital-loss, >50K
Senior, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,Capital-gain, >50K
Young, Government, HS-grad, Never-married, Handlers-cleaners, Own-child,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Handlers-cleaners, Own-child,Less-workload,No-change, <=50K
Senior, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Other-service, Husband,Over-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Middle-age, Government, Assoc-voc, Divorced, Protective-serv, Own-child,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Senior, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Machine-op-inspct, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,Capital-gain, >50K
Senior, Private, HS-grad, Divorced, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Other-service, Husband,Normal-workload,Capital-loss, <=50K
Senior, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-loss, >50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-loss, >50K
Middle-age, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-loss, >50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Young, Government, Bachelors, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Craft-repair, Not-in-family,Normal-workload,Capital-loss, <=50K
Senior, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family,Normal-workload,Capital-gain, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Own-child,Less-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,Capital-loss, <=50K
Senior, Government, Assoc-voc, Widowed, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Separated, Other-service, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, >50K
Middle-age, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Government, Masters, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Divorced, Other-service, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Middle-age, Government, Masters, Divorced, Exec-managerial, Unmarried,Normal-workload,Capital-gain, <=50K
Young, Private, Low-education, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Young, Private, Some-college, Never-married, Sales, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Young, Private, Bachelors, Married-civ-spouse, Sales, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Senior, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Divorced, Priv-house-serv, Not-in-family,Less-workload,No-change, <=50K
Senior, Private, Some-college, Widowed, Sales, Not-in-family,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-loss, >50K
Senior, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,Over-workload,Capital-loss, >50K
Senior, Private, Low-education, Divorced, Machine-op-inspct, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Tech-support, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,Capital-loss, >50K
Senior, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family,Over-workload,Capital-gain, <=50K
Young, Private, Some-college, Never-married, Sales, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Separated, Sales, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Private, Bachelors, Never-married, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Transport-moving, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-AF-spouse, Adm-clerical, Wife,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Priv-house-serv, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Farming-fishing, Other-relative,Over-workload,No-change, <=50K
Middle-age, Government, Low-education, Married-civ-spouse, Other-service, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Senior, Private, Some-college, Widowed, Adm-clerical, Unmarried,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Other-relative,Less-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Exec-managerial, Wife,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Government, Bachelors, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, >50K
Middle-age, Private, Low-education, Never-married, Other-service, Own-child,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Low-education, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Low-education, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Senior, Government, Doctorate, Never-married, Exec-managerial, Not-in-family,Over-workload,No-change, >50K
Middle-age, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Senior, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Government, Bachelors, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Government, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Private, Low-education, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife,Less-workload,No-change, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Married-AF-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Divorced, Craft-repair, Unmarried,Normal-workload,Capital-gain, >50K
Middle-age, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Senior, Government, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Young, Private, HS-grad, Divorced, Tech-support, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, Masters, Never-married, Handlers-cleaners, Not-in-family,Normal-workload,Capital-gain, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,Capital-gain, <=50K
Middle-age, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,Capital-loss, <=50K
Young, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Government, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,Less-workload,No-change, <=50K
Young, Private, Assoc-voc, Never-married, Craft-repair, Own-child,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Divorced, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Separated, Tech-support, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family,Over-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Never-married, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Over-workload,No-change, <=50K
Senior, Private, Low-education, Separated, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Normal-workload,No-change, <=50K
Middle-age, Government, Masters, Married-civ-spouse, Prof-specialty, Wife,Over-workload,No-change, >50K
Middle-age, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Normal-workload,No-change, >50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband,Less-workload,No-change, <=50K
Senior, Private, Low-education, Divorced, Other-service, Unmarried,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Protective-serv, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Tech-support, Husband,Less-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Senior, Government, Masters, Divorced, Prof-specialty, Unmarried,Over-workload,No-change, <=50K
Middle-age, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Divorced, Priv-house-serv, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife,Normal-workload,No-change, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Senior, Private, Masters, Never-married, Prof-specialty, Not-in-family,Over-workload,Capital-gain, <=50K
Middle-age, Government, Some-college, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Never-married, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband,Less-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Sales, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Exec-managerial, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Senior, Government, Bachelors, Separated, Other-service, Unmarried,Over-workload,No-change, <=50K
Middle-age, Government, Masters, Divorced, Prof-specialty, Unmarried,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Own-child,Over-workload,No-change, <=50K
Middle-age, Government, HS-grad, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Sales, Wife,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Private, Low-education, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Separated, Handlers-cleaners, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Government, HS-grad, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Young, Government, HS-grad, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife,Over-workload,No-change, >50K
